result from,"syn: Arise from, stem from, derive from",result from destruction,-den kaynaklanmak [f.],,,,
predictable,"syn: Foreseeable, expected, anticipated",predictable consequences,Öngörülebilir [s.],tahmin edilebilir [s.],,,
retreat,syn: Withdrawal,retreat from coast,Geri çekilme [f.],,,,
identify,"syn: Recognize, determine, ascertain, find out, discover",identify species,Belirlemek [f.],tanımlamak [f.],,,
subsequent,"syn: Following, succeeding",subsequent changes,Ardından gelen [s.],daha sonraki [s.],,,
negligible,"syn: Unimportant, trivial, insignificant",negligible effect,Önemsiz [s.],göz ardı edilebilir [s.],ihmal edilebilir [s.],,
vindication,"syn: Justification, proof, verification",vindications of Newton's,Doğrulama [i.],teyit [i.],kanıt [i.],,
Day 31,,,,,,,
salinity,syn: The concentration of dissolved salts in water,salinity during season,Tuzluluk [i.],,,,
stick to,"syn: Adhere to, follow, obey, abide by",stick to plans,Sadık kalmak [f.],bağlı kalmak [f.],,,
separate,"syn: Unconnected, individual, independent",separate from,Ayrı [s.],bağımsız [s.],,,
interval,"syn: Break, gap",intervals,Ara [i.],aralık [i.],,,
weaken,"syn: Decline, undermine, impoverish",weakens electromagnetic signals,Zayıflatmak [f.],zayıf düşürmek [f.],,,
drastically,"syn: Considerably, significantly, substantially",drastically,Önemli ölçüde [zf.],çarpıcı biçimde [zf.],,,
diversity,"syn: Variety, assortment, miscellany",diversity of life,Çeşitlilik [i.],,,,
date back to,syn: Go back,date back to,-e tarihine dayanmak [f.],-e kadar uzanmak [f.],,,
deliberately,"syn: On purpose, intentionally",deliberately introduced,Kasıtlı olarak [zf.],bilerek [zf.],,,
inspiration,syn: Revelation,source of inspiration,İlham [i.],esin [i.],,,
failure,"syn: Breakdown, malfunction",failure of crops,Bozukluk [i.],arıza [i.],,,
infrastructure,"syn: The large-scale public systems, substructure",energy infrastructure,Altyapı [i.],,,,
occupy,"syn: Take up, fill, cover",occupy habitats,İşgal etmek [f.],zapt etmek [f.],kaplamak [f.],,
famine,"syn: Food shortage, scarcity",cause famine,Kıtlık [i.],yokluk [i.],,,
potable,syn: Drinkable,potable water,İçilebilir [s.],,,,
eminent,"syn: Well-known, renowned, distinguished, famous, celebrated, prominent",eminent scientists,Tanınmış [s.],seçkin [s.],,,
vessel,syn: A duct or canal holding or conveying blood or other fluid,vessels,Damar [i.],,,,
velocity,"syn: Speed, rate",flow velocity,Hız [i.],sürat [i.],,,
resolution,syn: Reproduction of detail in an image,resolution,Çözünürlük [i.],,,,
latitude,syn: Imaginary line around the Earth,latitude zones,Enlem [i.],,,,
Day 32,,,,,,,
extinct,"syn: Vanished, died out",become extinct,Soyu tükenmiş [s.],bitmiş [s.],,,
meteorite,syn: Rock from outer space,meteorites from Mars,Göktaşı [i.],,,,
eruption,"syn: Outbreak, flare-up, outburst, explosion",eruptions occurred,Püskürme [i.],patlama [i.],,,
discrepancy,"syn: Inconsistency, difference, disagreement",demographic discrepancies,Tutarsızlık [i.],farklılık [i.],uyuşmazlık [i.],,
mysterious,"syn: Strange, unexplained, inexplicable",mysterious material,Gizemli [s.],esrarengiz [s.],anlaşılmaz [s.],,
attain,"syn: Accomplish, achieve, reach",attain levels,Elde etmek [f.],ulaşmak [f.],,,
collaborative,"syn: Cooperative, concerted, collective",collaborative work,Ortak çalışmaya dayalı [s.],işbirlikçi [s.],,,
relief,"syn: Reassurance, comfort",anticipation of relief,Rahatlama [i.],teselli [i.],giderme [i.],,
rural,"syn: Rustic, pastoral, countryside",rural counties,Kırsal [s.],taşra [s.],,,
compelling,"syn: Forceful, strong, convincing, persuasive",compelling reason,Çok güçlü [s.],etkili [s.],ikna edici [s.],,
culmination,"syn: Conclusion, finale, zenith, result, climax",culmination of search,Bitiş [i.],sonuç [i.],doruk [i.],zirve [i.],
straightforward,"syn: Uncomplicated, easy, basic, simple",seem straightforward,Anlaşılır [s.],açık [s.],basit [s.],,
surpass,"syn: Exceed, go beyond",surpass 9 billion,Aşmak [f.],ötesine geçmek [f.],,,
annihilate,"syn: Wipe out, destroy, eradicate, exterminate",annihilate dinosaurs,Ortadan kaldırmak [f.],yok etmek [f.],imha etmek [f.],,
comply with,"syn: Abide by, conform to",comply with Act,Uymak [f.],,,,
resolve,"syn: Settle, sort out, solve, work out",problems are resolved,Çözmek [f.],kesin karar vermek [f.],,,
arouse,"syn: Awaken, stimulate, entice",arouse interest,Uyandırmak [f.],canlandırmak [f.],,,
shallow,syn: Little depth,shallow seas,Sığ [s.],,,,
realm,"syn: Area, territory, field",faunal realms,Alan [i.],saha [i.],bölge [i.],,
seek,"syn: Try, endeavor, attempt, strive",seek to understand,Çabalamak [f.],çare aramak [f.],çalışmak [f.],,
Day 33,,,,,,,
prosperous,"syn: Wealthy, affluent, rich, well-off",prosperous future,Zengin [s.],müreffeh [s.],,,
defect,"syn: Blemish, imperfection",optical defects,Kusur [i.],bozukluk [i.],,,
irrelevant,"syn: Immaterial, not pertinent, unrelated",irrelevant to the,İlgisiz [s.],alakasız [s.],,,
feasible,"syn: Possible, practicable, viable, reasonable",feasible way,Uygulanabilir [s.],makul [s.],,,
exemplify,"syn: Demonstrate, typify, represent",exemplify,Örneklerle göstermek [f.],temsil etmek [f.],,,
obsolete,"syn: Outdated, old-fashioned, out-of-date",obsolete,Modası geçmiş [s.],eski [s.],demode [s.],,
lubricate,"syn: Oil, grease",lubricate engine moving,Yağlamak [f.],,,,
enforce,"syn: Oblige, compel, urge",enforces industrial factories,Mecbur etmek [f.],zorlamak [f.],uygulamak [f.],,
stem from,"syn: Come from, originate, arise, derive from",stem from causes,-den kaynaklanmak [f.],,,,
meticulous,"syn: Careful, scrupulous, finical",meticulous study,Titiz [s.],dikkatli [s.],,,
preventive,syn: Deterrent,preventive medicine,Önleyici [s.],koruyucu [s.],,,
handle,"syn: Deal with, manage, cope with",handle waste,Üstesinden gelmek [f.],başa çıkmak [f.],,,
starvation,"syn: Hunger, deprivation",die of starvation,Açlık [i.],,,,
debris,"syn: Remains, wreckage",space debris,Kalıntı [i.],enkaz [i.],,,
residual,syn: Leftover,residual material,Artık [s.],kalıntı [s.],tortusal [s.],,
orbit,"syn: Path of a planet, satellite, or moon",orbit around,Yörünge [i.],,,,
invariably,"syn: Always, habitually, perpetually, consistently",invariably,Devamlı [zf.],sürekli olarak [zf.],her zaman [zf.],,
impurity,"syn: Contamination, pollution",remove impurities,Kirlilik [i.],katışıklık [i.],,,
indispensable,"syn: Necessary, essential, crucial, vital, required, obligatory",indispensable tool,Vazgeçilmez [s.],zaruri [s.],zorunlu [s.],,
expend,"syn: Use up, spend, consume",expend energy,Tüketmek [f.],sarfetmek [f.],harcamak [f.],,
Day 34,,,,,,,
degradation,"syn: Deterioration, degeneration",environmental degradation,Bozulma [i.],kötüleşme [i.],,,
constellation,syn: Group of stars forming shape,constellation Scorpius,Takımyıldız [i.],,,,
coherent,"syn: Consistent, logical, sound, reasonable, rational",coherent explanation,Uyumlu [s.],tutarlı [s.],,,
augment,"syn: Increase, amplify, boost",augment capacity,Artırmak [f.],çoğaltmak [f.],,,
infectious,"syn: Transmissible, contagious",infectious disease,İntani [s.],bulaşıcı [s.],,,
dramatic,"syn: Considerable, substantial",dramatic change,Çarpıcı [s.],etkileyici [s.],,,
demise,syn: Death,demise of species,Ölüm [i.],yok oluş [i.],,,
fertilizer,"syn: Manure, compost",use fertilizer,Gübre [i.],,,,
evolve,"syn: Grow, progress, advance, develop",evolve over time,Gelişmek [f.],evrim geçirmek [f.],,,
igneous,syn: Formed from magma,igneous rocks,Volkanik [s.],magmatik [s.],,,
alleviate,"syn: Lessen, lower",alleviate poverty,Hafifletmek [f.],azaltmak [f.],,,
condensation,"syn: Concentration, compression",condensation occurs,Yoğuşma [i.],,,,
impetus,"syn: Momentum, impulsion, movement, force",provide impetus,Enerji [i.],itici güç [i.],hareket [i.],,
domestic,syn: Relating to home,domestic animals,Evcil [s.],ev ile ilgili [s.],,,
related to,"syn: Connected, linked, associated, correlated",related to climate,-ile ilgili [s.],alakalı [s.],,,
satisfactory,"syn: Acceptable, adequate, suitable, reasonable",satisfactory results,Tatmin edici [s.],yeterli [s.],makul [s.],,
violate,"syn: Disobey, break",violate laws,İhlalde bulunmak [f.],çiğnemek [f.],,,
wipe out,"syn: Annihilate, destroy, eradicate, exterminate",wipe out species,Yok etmek [f.],,,,
unprecedented,"syn: Unique, exceptional",unprecedented rate,Eşi benzeri görülmemiş [s.],emsalsiz [s.],,,
uneven,"syn: Unbalanced, disproportionate, irregular",uneven distribution,İstikrarsız [s.],değişken [s.],,,
Day 35,,,,,,,
struggle,"syn: Strive, try, fight",struggle to clear,Mücadele etmek [f.],,,,
hint,"syn: Suggest, imply",studies hint that,İma etmek [f.],üstü kapalı söylemek [f.],,,
significant,"syn: Important, noteworthy, momentous, substantial",significant impact,Önemli [s.],dikkate değer [s.],,,
sensitive,"syn: Delicate, irritable, susceptible",sensitive to changes,Hassas [s.],narin [s.],duyarlı [s.],,
resist,"syn: Oppose, defy, withstand",resist infection,Mukavemet göstermek [f.],karşı koymak [f.],direnmek [f.],,
proof,"syn: Evidence, testimony, verification",proof of concept,Kanıt [i.],ispat [i.],,,
bizarre,"syn: Strange, unusual, weird, peculiar, odd",bizarre behavior,Tuhaf [s.],acayip [s.],,,
landfill,"syn: Garbage dump, junkyard",landfill sites,Atık sahası [i.],çöp sahası [i.],,,
interfere,"syn: Inhibit, restrict, hinder, obstruct, impede",interfere with,Müdahale etmek [f.],engellemek [f.],,,
minute,"syn: Very small, tiny",minute amounts,Çok küçük [s.],minik [s.],,,
surface,syn: Outer part,surface water,Yüzey [i.],,,,
admit,"syn: Accept, acknowledge",admit that,Kabul etmek [f.],,,,
shift,"syn: Change, alter",climate shift,Değiştirmek [f.],,,,
embody,"syn: Incorporate, shape, symbolize, represent, stand for",embody principles,Somutlaştırmak [f.],şekillendirmek [f.],İçermek [f.],temsil etmek [f.],
existence,"syn: Being life, presence, survival",existence of life,Varoluş [i.],yaşam [i.],,,
gadget,"syn: Device, tool, appliance",electronic gadget,Alet [i.],aygıt [i.],,,
summit,"syn: Top, pinnacle, zenith, peak",climate summit,Zirve [i.],,,,
indifferent,"syn: Uninterested, reluctant",indifferent to,Umursamaz [s.],ilgisiz [s.],kayıtsız [s.],,
obligation,"syn: Responsibility, requirement, compulsion, necessity",legal obligation,Sorumluluk; zorunluluk [i.],mecburiyet [i.],,,
prevalent,"syn: Widespread, dominant, common",prevalent disease,Yaygın [s.],genel [s.],hakim [s.],,
Day 36,,,,,,,
development,"syn: Growth, improvement",scientific development,Gelişim [i.],gelişme [i.],,,
unrest,"syn: Discomfort, disturbance, turmoil",cause unrest,Huzursuzluk [i.],kargaşa [i.],,,
underlie,"syn: Lie beneath, lie behind",underlie the problem,-in asıl nedeni olmak [f.],altında yatmak [f.],,,
severity,"syn: Harshness, sternness, strictness",severity of damage,Ciddiyet [i.],şiddet [i.],sertlik [i.],,
hamper,"syn: Hinder, obstruct, impede",hamper efforts,Engellemek [f.],köstek olmak [f.],,,
assess,"syn: Evaluate, appraise",assess risks,Değerlendirmek [f.],,,,
conclusion,"syn: Finale, ending, last decision",reach a conclusion,Sonuç [i.],karar [i.],,,
intensive,"syn: Rigorous, thorough",intensive agriculture,Yoğun [s.],,,,
longitude,syn: Angular distance from prime meridian,longitude measurement,Boylam [i.],,,,
sink,"syn: Go down, submerge",sink into,Batmak [f.],,,,
pinpoint,"syn: Locate, identify, determine",pinpoint location,Tespit etmek [f.],yerini belirlemek [f.],,,
potency,"syn: Strength, force, power",potency of drug,Nüfuz [i.],kudret [i.],güç [i.],,
stream,syn: Small river,stream flow,Akarsu [i.],,,,
surplus,"syn: Excess, extra, spare",surplus energy,Fazlalık [i.],,,,
temperate,"syn: Moderate, mild",temperate climate,Ilıman [s.],,,,
discharge,"syn: Release, emit, send out, expel",discharge waste,Atmak [f.],boşaltmak [f.],,,
disperse,"syn: Scatter, distribute, spread",disperse pollutants,Dağılmak [f.],yaymak [f.],saçmak [f.],,
volatility,syn: Liability to change,market volatility,Oynaklık [i.],değişkenlik [i.],,,
tangible,"syn: Palpable, touchable, concrete",tangible evidence,Somut [s.],elle tutulur [s.],,,
collapse,syn: Fall down,system collapses,Çökmek [f.],yıkılmak [f.],,,
Day 37,,,,,,,
abandon,"syn: Give up, desert, leave, forsake",abandon areas,Vazgeçmek [f.],bırakmak [f.],terketmek [f.],,
anticipate,"syn: Expect, foresee, look forward to",anticipated to strengthen,Beklemek [f.],ummak [f.],,,
compensate for,syn: Make up for,compensate for loss,Telafi etmek [f.],,,,
align,"syn: Line up, make straight",align with,Hizalamak [f.],,,,
boundary,"syn: Border, limit",plate boundary,Sınır [i.],limit [i.],,,
capable,"syn: Able, competent, proficient",capable of,Yetenekli [s.],kabiliyetli [s.],,,
considerably,"syn: Significantly, substantially",increase considerably,Bir hayli [zf.],önemli ölçüde [zf.],,,
desperate,syn: Hopeless,desperate need,Umutsuz [s.],çaresiz [s.],,,
emission,"syn: Release, discharge",carbon emissions,Yayım [i.],dışa verme [i.],salım [i.],,
compile,"syn: Amass, accumulate, collect, bring together, assemble",compile data,Toplamak [f.],bir araya getirmek [f.],,,
conducive,"syn: Contributing to, leading to",conducive to growth,Yol açan [s.],neden olan [s.],olanak sağlayan [s.],,
distillation,"syn: Refinement, purification",distillation process,Damıtma [i.],saflaştırma [i.],,,
steer,"syn: Guide, direct",steer policy,Yönlendirmek [f.],yol göstermek [f.],,,
unfold,"syn: Reveal, explain, clarify, disclose",events unfold,Ortaya çıkarmak [f.],gözler önüne sermek [f.],açıklamak [f.],,
disruption,"syn: Disturbance, trouble, disorder",disruption to ecosystems,Bozulma [i.],aksama [i.],,,
consume,"syn: Use up, expend",consume energy,Tüketmek [f.],kullanmak [f.],,,
flora and fauna,"syn: Wildlife, nature, plants and animals",flora and fauna,Vahşi yaşam [i.],bitki ve hayvan türü [i.],,,
infer,"syn: Conclude, deduce, suppose",infer from evidence,Sonucuna varmak [f.],çıkarsamak [f.],,,
withdraw,"syn: Take out, retract, pull back",withdraw from agreement,Çekmek; geri almak [f.],,,,
be based on,"syn: Be anchored in, be rooted in",be based on evidence,-e dayanmak [f.],bağlı olmak [f.],,,
Day 38,,,,,,,
precede,"syn: Come before, go in advance of",precede memory loss,Önce olmak [f.],-den önce gelmek [f.],,,
insight,"syn: Intuition, perception, understanding",scientific insights,Sezgi [i.],kavrama [i.],anlayış [i.],,
prey on,syn: Hunt,prey on insects,Avlamak [f.],-i avlayıp yemek [f.],,,
dominant,"syn: Most common, authoritative, most influential",dominant species,Baskın [s.],hakim [s.],egemen [s.],,
expose to,"syn: Subject to, make liable",be exposed to,Maruz bırakmak [f.],,,,
coral reef,syn: A ridge of rock in the sea,coral reefs,Mercan kayalığı [i.],,,,
recurrent,"syn: Recurring, repeated",recurrent droughts,Yinelenen [s.],tekerrür eden [s.],,,
tide,syn: Rise and fall of sea level,tides occur,Gelgit [i.],medcezir [i.],,,
eclipse,syn: Obscuring of a celestial body,solar eclipse,Tutulma (ay/güneş) [i.],,,,
versatile,"syn: Adaptable, multiskilled, all-round",versatile tool,Birçok iş yapabilen [s.],çok yönlü [s.],,,
raw,"syn: Unprocessed, crude",raw material,Ham [s.],işlenmemiş [s.],,,
germ,"syn: Microscopic organism, antibody",germs spread,Mikrop [i.],,,,
exclude,"syn: Keep out, eliminate",exclude data,Hariç tutmak [f.],dahil etmemek [f.],,,
promising,"syn: Encouraging, hopeful",promising results,Umut verici [s.],,,,
inadvertent,"syn: Accidental, unintentional",inadvertent effects,Yanlışlıkla [s.],istem dışı [s.],istemeden [s.],,
randomly,"syn: Haphazardly, indiscriminately, accidentally, by chance",randomly selected,Şans eseri [zf.],tesadüfen [zf.],rastgele [zf.],,
reinforce,"syn: Strengthen, make stronger",reinforce the idea,Desteklemek [f.],sağlamlaştırmak [f.],güçlendirmek [f.],,
notation,"syn: Symbolic representation, symbolization, coding",scientific notation,Formül [i.],simgeleme [i.],sembolleme [i.],,
obscure,"syn: Unclear, vague, ambiguous",obscure details,Belirsiz [s.],muğlak [s.],üstü kapalı [s.],anlaşılması güç [s.],
novel,"syn: Original, new",novel method,Yeni [s.],orijinal [s.],,,
Day 39,,,,,,,
odour,"syn: Scent, fragrance",sharp odour,Koku [i.],,,,
resistance,"syn: Opposition, defiance",atmospheric resistance,Direnç [i.],mukavemet [i.],,,
slightly,"syn: Somewhat, to some extent, a little",slightly higher,Az oranda [zf.],nispeten [zf.],biraz [zf.],,
nomadic,"syn: Migrant, roving",nomadic people,Göçebe [s.],,,,
greenhouse gas,syn: Gas that absorbs radiation,greenhouse gases,Sera gazı [i.],,,,
ore,syn: Mineral,iron ore,Cevher [i.],maden filizi [i.],,,
explore,"syn: Discover, investigate, study",explore space,Keşfetmek [f.],incelemek [f.],,,
proliferate,"syn: Increase quickly, multiply",cells proliferate,Bollaşmak [f.],çoğalmak [f.],,,
extensively,"syn: Highly, significantly, considerably, comprehensively",used extensively,Kapsamlı olarak [zf.],geniş ölçüde [zf.],,,
adhesive,"syn: Glue, paste",adhesive material,Yapıştırıcı [s.],,,,
possess,"syn: Own, have",possess features,Sahip olmak [f.],elinde bulundurmak [f.],,,
violent,"syn: Severe, ferocious, fierce",violent storms,Şiddetli [s.],sert [s.],,,
receive,"syn: Get, obtain",receive energy,Almak [f.],,,,
abundant,"syn: Plentiful, ample, copious",abundant resources,Bol [s.],çok fazla [s.],,,
waste,"syn: Litter, rubbish, garbage, trash",waste products,Atık [i.],çöp [i.],,,
hinder,"syn: Hamper, prevent, impede",hinder growth,Engellemek [f.],sekteye uğratmak [f.],,,
soar,"syn: Escalate, climb, ascend",prices soar,Artmak [f.],yükselmek [f.],,,
convince,"syn: Persuade, induce",convince scientists,İkna etmek [f.],inandırmak [f.],,,
feed,syn: Nourish,feed on,Beslemek [f.],,,,
definite,"syn: Exact, specific, certain",definite answer,Kesin [s.],belirli [s.],,,
Day 40,,,,,,,
amplitude,"syn: Magnitude, size, volume",amplitude of vibration,Bolluk [i.],çokluk [i.],genlik [i.],ebat [i.],
feverishly,"syn: Excitedly, enthusiastically",work feverishly,Hararetle [zf.],istekle [zf.],heyecanla [zf.],,
integral,"syn: Essential, fundamental, basic",integral part,Ayrılmaz [s.],temel [s.],esas [s.],,
incorporate,"syn: Include, integrate, involve",incorporate adaptation,Dahil etmek [f.],kapsama almak [f.],,,
dissipate,"syn: Squander, waste",energy is dissipated,Boşa harcamak [f.],yok olmak [f.],çarçur etmek [f.],israf etmek [f.],
maturity,syn: Adulthood,reach maturity,Olgunluk [i.],erginlik [i.],,,
seed,syn: Plant part containing embryo,fertilize seeds,Tohum [i.],,,,
shaded,syn: Shadowy,shaded areas,Gölgeli [s.],,,,
transparent,syn: Allowing light to pass through,transparent to x-rays,Şeffaf [s.],geçirgen [s.],,,
considerable,"syn: Substantial, significant",considerable damage,Kayda değer [s.],önemli [s.],,,
irreversible,"syn: Irreparable, irrevocable",irreversible effects,Tamiri mümkün olmayan [s.],geri döndürülemez [s.],,,
detrimental,"syn: Harmful, damaging",detrimental to ecosystem,Zararlı [s.],hasar veren [s.],,,
comprehensive,"syn: Extensive, detailed, thorough",comprehensive summary,Kapsamlı [s.],ayrıntılı [s.],,,
merely,"syn: Just, only, simply",merely detect,Yalnızca [zf.],sadece [zf.],safi [zf.],,
be regarded as,syn: Be considered as,be regarded as friendly,Olarak kabul edilmek [f.],,,,
consistently,"syn: Again and again, constantly",interact consistently,Sürekli olarak [zf.],tutarlı olarak [zf.],mütemadiyen [zf.],,
upgrade,"syn: Improve, renew, modernize, enhance",upgrade telescope,Geliştirmek [f.],iyileştirmek [f.],,,
restrict,"syn: Limit, confine",restrict emissions,Kısıtlamak [f.],sınırlamak [f.],,,
jeopardize,"syn: Put at risk, endanger",jeopardize species,Tehlikeye atmak [f.],riske sokmak [f.],,,
spoil,"syn: Decay, rot, decompose",milk spoils,Bozulmak [f.],çürümek [f.],,,
