approximately,"syn: Around, about, roughly",approximately 200 people,takriben [zf.],yaklaşık [zf.],,,
principle,"syn: Rule, theory, notion",principles of physics,prensip [i.],ilke [i.],kaide [i.],,
Day 3,,,,,,,
monitor,"syn: Watch, observe",monitor air quality,izlemek [f.],gözlemlemek [f.],,,
scarce,"syn: Limited, inadequate, insufficient",become scarce,kısıtlı [s.],yetersiz [s.],kıt [s.],,
fluctuation,"syn: Change, variation",temperature/signal fluctuations,dalgalanma [i.],değişme [i.],,,
product,"syn: Result, outcome, item",a product of,ürün [i.],sonuç [i.],,,
invent,"syn: Create, discover, devise",invent new devices,icat etmek [f.],keşfetmek [f.],,,
exceptional,"syn: Excellent, special, extraordinary",exceptional ability/resources,fevkalade [s.],istisnai [s.],olağanüstü [s.],,
illustrate,"syn: Show, exhibit, explain with pictures",illustrate how,göstermek [f.],sergilemek [f.],resimlerle açıklamak [f.],,
opportunity,syn: Chance,opportunity to + V,fırsat [i.],şans [i.],olanak [i.],,
investigate,"syn: Examine, look into, explore",investigate the causes of,incelemek [f.],araştırmak [f.],,,
likelihood,"syn: Probability, possibility, prospect",likelihood of extinction,olabilirlik [i.],ihtimal [i.],,,
primitive,"syn: Simple, uncomplicated, ancient",primitive systems/tools,ilkel [s.],basit [s.],eski çağa ait [s.],,
regulation,"syn: Rule, directive, guideline",government/fishing regulations,kural [i.],kaide [i.],düzenleme [i.],,
reason,"syn: Cause, basis",reason for,neden [i.],sebep [i.],,,
especially,"syn: Notably, particularly",especially for,özellikle [zf.],bilhassa [zf.],,,
decade,syn: A ten year period,over the last decade,on yıl [i.],,,,
purpose,"syn: Aim, target, goal, objective",main purpose of,amaç [i.],gaye [i.],,,
significantly,"syn: Substantially, considerably",significantly reduce/increase,önemli ölçüde [zf.],,,,
survey,"syn: Review, study, examination, investigation, inspection",conduct a survey,araştırma [i.],inceleme [i.],anket [i.],,
detect,"syn: Notice, identify, discover, perceive",detect individual atoms,teşhis etmek [f.],belirlemek [f.],algılamak [f.],,
emerge,"syn: Come out, appear, come into view",emerge from,ortaya çıkmak [f.],,,,
Day 4,,,,,,,
diverse,"syn: Various, different",diverse species,çeşitli [s.],farklı [s.],,,
pesticide,syn: Insecticide,use pesticides,böcek ilacı [i.],,,,
intensify,"syn: Strengthen, escalate, step up, boost",intensify efforts,yoğunlaştırmak [f.],artırmak [f.],güçlendirmek [f.],,
familiar,"syn: Recognizable, acquainted",be familiar with,aşina [s.],tanıdık [s.],,,
particularly,"syn: Especially, notably",particularly important/useful,özellikle [zf.],bilhassa [zf.],,,
inadequate,"syn: Insufficient, scarce",inadequate ventilation/data,yetersiz [s.],noksan [s.],eksik [s.],,
drift,"syn: Float, flow, glide",continental drift,sürüklenme [i.],kayma [i.],,,
prevention,"syn: Deterrence, inhibition, hindrance",prevention of disease,koruma [i.],önleme [i.],engelleme [i.],,
observation,"syn: Scrutiny, watching, inspection",careful observation,gözlem [i.],izleme [i.],,,
demonstrate,"syn: Display, show, prove",demonstrate that,göstermek [f.],ispatlamak [f.],,,
compound,syn: Mixture,chemical compound,alaşım [i.],bileşik [i.],,,
grow,"syn: Produce, develop",grow rapidly,büyümek [f.],yetişmek [f.],gelişmek [f.],,
harsh,"syn: Severe, bleak, austere",harsh conditions,sert [s.],ağır [s.],kaba [s.],,
sample,"syn: Example, tester, model",blood/soil sample,numune [i.],örnek [i.],,,
discovery,"syn: Detection, finding, unearthing",scientific discovery,buluş [i.],keşif [i.],,,
eliminate,"syn: Get rid of, remove, eradicate",eliminate waste/risk,bertaraf etmek [f.],ortadan kaldırmak [f.],kurtulmak [f.],,
link,"syn: Connection, relation, association, bond",link between A and B,ilişki [i.],bağ [i.],,,
increase,"syn: Boost, amplify, enhance",increase the risk of,artırmak [f.],yükseltmek [f.],,,
outcome,"syn: Consequence, result",expected outcome,netice [i.],sonuç [i.],,,
reliability,"syn: Dependability, consistency",reliability of data,güvenilirlik [i.],tutarlılık [i.],,,
Day 5,,,,,,,
heighten,"syn: Intensify, amplify, increase, enhance",heighten the risk/search,artırmak [f.],yükseltmek [f.],,,
gather,"syn: Get together, assemble",gather data/evidence,toplanmak [f.],bir araya gelmek [f.],,,
desert,"syn: Wasteland, barren region",expansion of deserts,çöl [i.],,,,
layer,"syn: Sheet, cover",layer of gases,tabaka [i.],katman [i.],,,
plausible,"syn: Reasonable, sensible, logical",plausible explanation,makul [s.],akla yatkın [s.],,,
contain,"syn: Hold, have, include",contain minerals,içermek [f.],ihtiva etmek [f.],,,
policy,"syn: Course of action, strategy, plan",policy change,politika [i.],hareket tarzı [i.],plan [i.],,
menace,"syn: Threat, danger, hazard, peril",menace to health,tehdit [i.],korku [i.],,,
save,"syn: Protect, keep, hold",save energy,kurtarmak [f.],biriktirmek [f.],korumak [f.],,
combine,"syn: Unite, join, merge",be combined with,birleş(tir)mek [f.],bir araya gelmek [f.],,,
obtain,"syn: Get hold of, gain, attain, acquire, achieve",obtain data/evidence,edinmek [f.],elde etmek [f.],kazanmak [f.],,
fume,"syn: Emission, smoke, gas",exhaust fumes,duman [i.],gaz [i.],,,
strict,"syn: Harsh, firm, severe",strict rules/methods,katı [s.],sıkı [s.],sert [s.],,
improve,"syn: Get better, enhance, advance",improve a design,saptamak [f.],belirlemek [f.],bulmak [f.],,
determine,"syn: Find out, verify, ascertain, uncover",determine the origin of,saptamak [f.],belirlemek [f.],,,
relatively,"syn: Comparatively, moderately",relatively little/few,nispeten [zf.],oranla [zf.],,,
mild,"syn: Slight, minor, unimportant",mild disease/symptoms,ilıman [s.],hafif [s.],yumuşak [s.],,
affect,"syn: Influence, impact",affect ocean currents,etkilemek [f.],tesir etmek [f.],,,
currently,"syn: At present, now, at this time, presently",currently produced/used,şu an [zf.],mevcut durumda [zf.],,,
evaluate,"syn: Assess, appraise",evaluate the situation,kıymetlendirmek [f.],değerlendirmek [f.],,,
Day 6,,,,,,,
ignore,"syn: Pay no attention, overlook, take no account",ignore the fact that,ihmal etmek [f.],görmezden gelmek [f.],,,
common,"syn: Widespread, general, familiar",common view/problem,yaygın [s.],bilinen [s.],,,
hazardous,"syn: Dangerous, risky, perilous",hazardous to,tehlikeli [s.],riskli [s.],,,
obvious,"syn: Clear, evident, apparent",obvious concern,açık [s.],aşikar [s.],net [s.],,
pollution,"syn: Contamination, toxic waste",air/water pollution,kirlilik [i.],,,,
partially,"syn: To some extent, somewhat",partially explained by,kısmen [zf.],bir dereceye kadar [zf.],,,
enormous,"syn: Huge, massive, giant, colossal, tremendous",enormous amount of,muazzam [s.],kocaman [s.],devasa [s.],,
develop,"syn: Advance, progress, enhance, improve",develop new alloys/methods,geliş(tir)mek [f.],ilerlemek [f.],,,
task,"syn: Duty, mission, assignment, job",perform/carry out tasks,görev [i.],vazife [i.],iş [i.],,
decrease,"syn: Lower, lessen, reduce, diminish",decrease with age,azal(t)mak [f.],,,,
impact,"syn: Influence, effect",impact of A on B,etki [i.],tesir [i.],,,
solely,"syn: Exclusively, only, merely, just",solely to + V,sadece [zf.],yalnızca [zf.],,,
regulate,"syn: Control, adjust, set",regulate the climate,düzenlemek [f.],ayarlamak [f.],,,
lack of,"syn: Absence, nonexistence, deficiency, scarcity",lack of evidence/standards,yoksunluk [i.],eksiklik [i.],olmama [i.],,
benefit,"syn: Take advantage of, advantage, profit",benefit from,fayda sağlamak [f.],yarar [i.],,,
condition,"syn: State, form",under special conditions,koşul [i.],durum [i.],,,
available,"syn: Obtainable, accessible, on hand",available energy/data,mevcut [s.],elde [s.],ulaşılabilir [s.],,
assemble,"syn: Bring together, collect, accumulate, amass, gather",assemble experts/parts,toplanmak [f.],bir araya getirmek [f.],,,
focus on,"syn: Concentrate on, center",focus on,odaklanmak [f.],,,,
precipitation,syn: Rainfall,heavy precipitation,yağış [i.],,,,
Day 7,,,,,,,
fail,syn: Be unsuccessful,fail to + V,başaramamak [f.],başarısız olmak [f.],,,
severe,"syn: Harsh, strict, acute",severe conditions/damage,şiddetli [s.],sert [s.],,,
prone to,"syn: Predisposed to, susceptible to, inclined to",prone to disease,eğilimli [s.],yatkın [s.],,,
alignment,"syn: Arrangement, position, placement",out of alignment,hizalama [i.],ayar [i.],sıra [i.],,
proper,"syn: Good, correct, appropriate, suitable",proper functioning,uygun [s.],münasip [s.],düzgün [s.],,
support,"syn: Provide, back up",support the expansion of,destek [i.],desteklemek [f.],,,
crucial,"syn: Vital, critical, essential, fundamental, important",crucial for survival,çok önemli [s.],mühim [s.],,,
trait,"syn: Characteristic, feature, quality",desirable trait,özellik [i.],nitelik [i.],,,
concerned,"syn: Worried, afraid, disturbed",be concerned about,kaygılı [s.],endişeli [s.],,,
requirement,"syn: Obligation, condition, prerequisite, necessity",meet requirements,gereksinim [i.],ihtiyaç [i.],zorunluluk [i.],,
deteriorate,"syn: Get worse, worsen, decline",deteriorate over time,kötüleşmek [f.],kötüye gitmek [f.],bozulmak [f.],,
flourish,"syn: Thrive, grow, increase, prosper",flourish in/under,ilerlemek [f.],gelişmek [f.],,,
adequate,"syn: Sufficient, enough",adequate food supply,yeterli [s.],kafi [s.],,,
give rise to,"syn: cause, bring about, lead to",give rise to hurricanes,sebep olmak [f.],yol açmak [f.],,,
attempt,"syn: Try to, aspire to, endeavor to, aim to",attempt to + V,teşebbüs etmek [f.],çabalamak [f.],çalışmak [f.],girişim [i.],
deadly,"syn: Lethal, fatal",deadly disease/effect,öldürücü [s.],yok edici [s.],,,
consequence,"syn: Result, outcome",as a consequence of,sonuç [i.],netice [i.],,,
wreck,"syn: Crash, collision, accident",shipwreck/wreck site,enkaz [i.],harabe [i.],kaza [i.],,
constructive,"syn: Positive, helpful, productive, useful, beneficial",constructive purposes,yapıcı [s.],olumlu [s.],yardımcı [s.],,
promote,"syn: Encourage, advance, further, raise",promote growth,teşvik etmek [f.],ilerletmek [f.],,,
Day 8,,,,,,,
drought,syn: Lack of rain,cycles of drought,kuraklık [i.],,,,
incidence,"syn: Event, occurrence, occasion",incidence of disease,olay [i.],vaka [i.],görülme sıklığı [i.],,
release,"syn: Let out, free, emit, give off",release gases/energy,yayılmak [f.],salınmak [f.],,,
accurately,"syn: Precisely, exactly, correctly, truthfully",accurately measure/read,tam olarak [zf.],doğru olarak [zf.],,,
essential,"syn: Vital, indispensable, important, crucial",essential for,zaruri [s.],zorunlu [s.],elzem [s.],,
application,"syn: Use, function",application of pressure,uygulama [i.],tatbik [i.],,,
biodiversity,syn: Range of organisms in environment,biodiversity loss/crisis,biyolojik çeşitlilik [i.],,,,
gradually,"syn: Bit by bit, slowly, progressively",gradually increase/adopt,yavaş yavaş [zf.],gitgide [zf.],,,
rapid,"syn: Fast, guick, speedy, swift",rapid increase/change,hızlı [s.],ani [s.],çabuk [s.],,
component,"syn: Constituent, module, section, part",key component of,parça [i.],bileşen [i.],,,
ignition,"syn: Explosion, discharge, start",electronic ignition,ateşleme [i.],başlatma [i.],tutuşturma [i.],,
alter,"syn: Change, modify, amend",alter perception/structure,değiştirmek [f.],,,,
disappear,"syn: Vanish, die out",disappear from,yok olmak [f.],kaybolmak [f.],,,
acquire,"syn: Obtain, get hold of, gain",acquire mass/knowledge,edinmek [f.],elde etmek [f.],kazanmak [f.],,
moderate,"syn: Reasonable, modest, medium, normal",moderate risk/temperature,makul [s.],ılımlı [s.],ölçülü [s.],orta seviye [s.],
emit,"syn: Release, give off, send out",emit radiation/x-rays,yaymak [f.],yollamak [f.],,,
inconsistent,"syn: Conflicting, contradictory, incompatible",inconsistent with results,stikrarsız [s.],tutarsız [s.],,,
implement,"syn: Perform, carry out, apply",implement changes/policies,uygulamak [f.],ifa etmek [f.],yapmak [f.],,
highlight,"syn: Emphasize, draw attention to, underline, stress",highlight links between,vurgulamak [f.],altını çizmek [f.],dikkati çekmek [f.],,
facilitate,"syn: Make easy, ease, make possible, enable, simplify",facilitate entry/process,kolaylaştırmak [f.],olanak sağlamak [f.],rahatlatmak [f.],,
Day 9,,,,,,,
exist,"syn: Survive, live",exist in nature,var olmak [f.],hayatta olmak [f.],yaşamak [f.],,
melt,"syn: Thaw, dissolve",ice melts,eri(t)mek [f.],,,,
entirely,"syn: Completely, totally, wholly, utterly",entirely composed of,tamamen [zf.],bütünüyle [zf.],,,
indefinitely,"syn: Until further notice, forever, eternally",continue indefinitely,süresiz olarak [zf.],belirsiz olarak [zf.],,,
debate,"syn: Discussion, argument, dispute",scientific debate over,tartışma [i.],münakaşa [i.],,,
protect,"syn: Defend, guard",protect the environment,korumak [f.],himaye etmek [f.],,,
lunar,syn: Relating to moon,lunar surface/ice,ay ile ilgili [s.],,,,
incredible,"syn: Unbelievable, implausible",incredible discovery,inanılmaz [s.],akıl almaz [s.],,,
outbreak,"syn: Eruption, outburst, epidemic",outbreak of disease,salgın [i.],baş gösterme [i.],patlama [i.],,
neglect,"syn: Ignore, overlook, disregard",neglect habitats,ihmal etmek [f.],savsaklamak [f.],,,
disrupt,"syn: Disturb, interrupt, distort, damage",disrupt migration,aksatmak [f.],bozmak [f.],sekteye uğratmak [f.],,
aid,"syn: Help, assist, support",aid recovery,destek vermek [f.],yardım etmek [f.],yardım [i.],,
remarkable,"syn: Extraordinary, amazing, notable, outstanding",remarkable increase,göze çarpan [s.],dikkate değer [s.],olağanüstü [s.],,
cease,"syn: Stop, finish, end, come to an end",cease to exist/erupt,son vermek [f.],durdurmak [f.],sonlandırmak [f.],,
cut down on,"syn: Reduce, decrease, lower",cut down on emissions,azaltmak [f.],kısmak [f.],,,
discover,"syn: Find, determine, notice, realize",discover evidence,bulmak [f.],keşfetmek [f.],,,
faulty,"syn: Out of order, defective, broken-down",faulty equipment,arızalı [s.],kusurlu [s.],,,
damage,"syn: Injure, harm, spoil, hurt",damage cells/tissue,zarar vermek [f.],hasara uğratmak [f.],hasar [i.],zarar [i.],
prevent,"syn: Stop, avert",prevent disease,engel olmak [f.],önlemek [f.],,,
comprise,"syn: Consist of, be made up of, be composed of, include, contain",comprise layers,kapsamak [f.],oluşmak [f.],içermek [f.],,
Day 10,,,,,,,
plentiful,"syn: Abundant, copious, ample",plentiful resources,bol [s.],bereketli [s.],,,
confine,"syn: Restrain, restrict, limit",confine animals to,sınırlamak [f.],hapsetmek [f.],,,
provide,"syn: Give, supply",provide energy/data,sağlamak [f.],temin etmek [f.],,,
planet,syn: Astronomical body orbiting star,planet Earth,gezegen [i.],,,,
distinguish,"syn: Differentiate, discriminate",distinguish between A and B,ayırt etmek [f.],farkı görmek [f.],,,
consensus,"syn: Agreement, accord, harmony",scientific consensus,fikir birliği [i.],mutabakat [i.],,,
delay,"syn: Postpone, put off, suspend, adjourn",delay action/treatment,ertelemek [f.],geciktirmek [f.],,,
efficient,"syn: Effective, competent",efficient system/method,etkili [s.],verimli [s.],,,
exposure,"syn: Experience, introduction",exposure to radiation,maruz kalma [i.],,,,
fragile,"syn: Delicate, breakable",fragile ecosystem,hassas [s.],kırılgan [s.],,,
majority,"syn: Bulk, preponderance, mass, greater part",majority of species,çoğunluk [i.],,,,
notorious,"syn: Infamous, disreputable",notorious for,adı çıkmış [s.],kötü ünlü [s.],kötü bilinen [s.],,
contribute to,"syn: Cause, further, influence, lead to",contribute to warming,katkıda bulunmak [f.],sebep olmak [f.],,,
shortage,"syn: Lack, scarcity, deficiency",shortage of water,kıtlık [i.],noksanlık [i.],eksiklik [i.],sıkıntı [i.],
generate,"syn: Make, produce, create, cause",generate electricity,oluşturmak [f.],üretmek [f.],sebep olmak [f.],,
poisonous,"syn: Toxic, venomous",poisonous gases,zehirli [s.],,,,
create,"syn: Make, generate, produce",create problems,oluşturmak [f.],yaratmak [f.],,,
previous,"syn: Earlier, former",previous research/studies,önceki [s.],evvelki [s.],eski [s.],,
tremendous,"syn: Huge, great, enormous, massive, immense",tremendous amount of,muazzam [s.],devasa [s.],çok büyük [s.],,
irrigation,syn: Supply area with water,irrigation system,sulama [i.],,,,
Day 11,,,,,,,
tendency,"syn: Propensity, inclination, predisposition",tendency to + V,eğilim [i.],meyil [i.],,,
search for,"syn: Look for, hunt for",search for evidence,aramak [f.],araştırmak [f.],,,
diminish,"syn: Reduce, lessen, lower",diminish over time,azalmak [f.],hafiflemek [f.],,,
corrosion,"syn: Rust, deterioration, decomposition, oxidization",prevent corrosion,aşınma [i.],paslanma [i.],,,
deficiency,"syn: Lack, shortage, absence",deficiency of iron/vitamin,eksiklik [i.],yetersizlik [i.],,,
controversy,"syn: Disagreement, argument, debate",controversy over/among,ihtilaf [i.],anlaşmazlık [i.],tartışma [i.],,
aviation,"syn: Flight, aeronautics, air travel",aviation industry,havacılık [i.],uçuş [i.],,,
predict,"syn: Forecast, foresee, envisage, estimate, guess",predict that,öngörmek [f.],tahmin etmek [f.],,,
drastic,"syn: Severe, extreme, harsh, strong",drastic changes,etkili [s.],güçlü [s.],zorlayıcı [s.],sert [s.],
sudden,"syn: Unexpected, abrupt, rapid, swift",sudden increase/drop,ani [s.],apansız [s.],beklenmedik [s.],,
require,"syn: Need, necessitate",require an air supply,gerek(tir)mek [f.],istemek [f.],ihtiyacı olmak [f.],,
satellite,syn: Device that orbits a planet,satellites orbiting Mars,uydu [i.],,,,
steam,syn: Vapor,steam engines,buhar [i.],,,,
valuable,"syn: Precious, expensive, costly",valuable data/images,değerli [s.],kıymetli [s.],,,
maintain,"syn: Uphold, preserve, keep, sustain, conserve, retain",maintain balance/health,muhafaza etmek [f.],sürdürmek [f.],korumak [f.],,
breakdown,syn: Failure,breakdown of organic matter,arıza [i.],bozulma [i.],,,
collision,"syn: Crash, accident",collision with,çarpışma [i.],,,,
take place,"syn: Occur, happen",take place in/at,olmak [f.],meydana gelmek [f.],gerçekleşmek [f.],,
depend on,"syn: Rely on, count on, trust",depend on,güvenmek [f.],bel bağlamak [f.],bağlı olmak [f.],,
observe,"syn: Watch, view, scrutinize, monitor",observe changes,gözlemlemek [f.],,,,
Day 12,,,,,,,
destroy,"syn: Damage, demolish, devastate",destroy ecosystems,yok etmek [f.],tahrip etmek [f.],,,
avoid,"syn: Keep away, stay away, refrain",avoid + Ving,kaçınmak [f.],sakınmak [f.],önlemek [f.],,
remain,"syn: Stay, continue, last",remain alive/stable,sürdürmek [f.],olduğu gibi kalmak [f.],,,
vigorous,"syn: Energetic, robust, dynamic, active",vigorous activity,dinamik [s.],enerjik [s.],güçlü [s.],,
prefer,"syn: Select, choose",prefer to + V,tercih etmek [f.],,,,
unique,"syn: Sole, single, exclusive, exceptional",unique way of,eşsiz [s.],kendine mahsus [s.],emsalsiz [s.],,
conduct,"syn: Do, perform, carry out",conduct a study,etmek [f.],yapmak [f.],yürütmek [f.],,
look for,"syn: Search for, hunt for",look for evidence,aramak [f.],bulmaya çalışmak [f.],,,
decide,"syn: Conclude, make up mind",decide to + V,karar vermek [f.],,,,
conform to,"syn: Obey, follow, abide by",conform to laws/rules,boyun eğmek [f.],uymak [f.],,,
install,"syn: Establish, set up",install equipment,kurmak [f.],tesis etmek [f.],,,
originate,"syn: Initiate, arise from, stem from",originate from/in,-den çıkmak [f.],oluşmak [f.],türemek [f.],,
undergo,"syn: Experience, go through",undergo change,yaşamak [f.],başından geçmek [f.],,,
solve,"syn: Explain, decipher, work out",solve problems,çözmek [f.],açıklamak [f.],,,
devastating,"syn: Destructive, harmful, detrimental",devastating effects/illness,yıkıcı [s.],harap edici [s.],zarar verici [s.],,
widespread,"syn: Prevalent, general, common",widespread in/among,genel [s.],yaygın [s.],,,
shed light on,"syn: Clarify, explain, illuminate, elucidate",shed light on,aydınlatmak [f.],açığa kavuşturmak [f.],ışık tutmak [f.],,
susceptible,"syn: Vulnerable, prone, inclined",susceptible to cancer/disease,hassas [s.],yatkin [s.],,,
produce,"syn: Make, create, manufacture, construct, fabricate",produce new cells/energy,üretmek [f.],imal etmek [f.],yapmak [f.],,
offer,"syn: Propose, suggest, recommend, present",offer an opportunity,önermek [f.],teklif etmek [f.],sunmak [f.],,
Day 13,,,,,,,
thoroughly,"syn: Completely, absolutely, totally, utterly",thoroughly assess/evaluate,tamamen [zf.],ayrıntılarıyla [zf.],,,
convert,"syn: Switch, change, alter, turn into",convert A into B,dönüştürmek [f.],çevirmek [f.],,,
source,"syn: Supply, basis",source of energy,kaynak [i.],köken [i.],,,
lower,"syn: Decrease, reduce, lessen, diminish",considerably lower than,azalmak [f.],düşmek [f.],,,
substance,"syn: Material, matter",toxic/chemical substance,cisim [i.],madde [i.],,,
succeed,"syn: Achieve, accomplish",succeed in + Ving,başarmak [f.],amaca ulaşmak [f.],,,
territory,"syn: Land, terrain, ground, area, region, zone",territory of animals,alan [i.],bölge [i.],toprak [i.],,
apply,"syn: Use, operate",apply knowledge to,uygulamak [f.],tatbik etmek [f.],,,
prolific,"syn: Productive, creative, fertile",prolific cells/producer,üretken [s.],verimli [s.],,,
sustainable,"syn: Maintainable, supportable",sustainable sources,sürdürülebilir [s.],,,,
simplicity,"syn: Easiness, plainness",simplicity of the method,kolaylık [i.],basitlik [i.],,,
utilize,"syn: Make use of, exploit",utilize resources,istifade etmek [f.],faydalanmak [f.],,,
come up with,"syn: Discover, create, produce",come up with a solution,bulmak [f.],ortaya atmak [f.],üretmek [f.],,
differ from,syn: Be different,differ from each other,-den farklı olmak [f.],,,,
evaporate,syn: Vaporize,water/sweat evaporates,buharlaşmak [f.],,,,
carry out,"syn: Do, perform, complete, achieve, succeed, accomplish, fulfill",carry out research,yapmak [f.],ifa etmek [f.],yürütmek [f.],,
absorb,"syn: Take in, soak up",absorb sunlight,emmek [f.],,,,
property,"syn: Characteristic, trait, feature, quality",chemical/physical property,özellik [i.],,,,
classify,syn: Categorize,classify as,sınıflandırmak [f.],tasnif etmek [f.],,,
dissolve,"syn: Melt, liquefy, thaw",dissolve in water/rain,çözünmek [f.],,,,
Day 14,,,,,,,
deliver,"syn: Provide, supply, dispense",deliver data/results,temin etmek [f.],göndermek [f.],dağıtmak [f.],,
approach,"syn: Attitude, perspective",approach to research,yaklaşım [i.],görüş [i.],,,
appropriate,"syn: Suitable, right, correct",appropriate measures,münasip [s.],uygun [s.],,,
chiefly,"syn: Primarily, mainly, essentially",chiefly due to,başlıca [zf.],esas olarak [zf.],,,
amend,"syn: Modify, revise, correct, improve",amend the law/method,düzeltmek [f.],iyileştirmek [f.],,,
inevitable,"syn: Unavoidable, inescapable",be inevitable,kaçınılmaz [s.],zorunlu [s.],,,
fundamental,"syn: Basic, primary, essential",fundamental principle,esas [s.],temel [s.],,,
immense,"syn: Huge, vast, enormous, massive, gigantic",immense amount/structure,muazzam [s.],engin [s.],devasa [s.],,
constantly,"syn: Continually, continuously, always",constantly changing,devamlı olarak [zf.],sürekli [zf.],,,
mass production,syn: Flow shop manufacturing,mass production of,seri üretim [i.],,,,
consumption,"syn: Depletion, use",consumption of energy,tüketim [i.],,,,
leak,syn: Seep,leak into the environment,sızdırmak [f.],,,,
eradicate,"syn: Eliminate, get rid of",eradicate disease,kökünü kazımak [f.],yok etmek [f.],,,
poverty,"syn: Poorness, impoverishment",poverty in rural areas,yoksulluk [i.],fakirlik [i.],,,
replace,"syn: Substitute, change, use instead, exchange, switch",replace A with B,değiştirmek [f.],yerine kullanmak [f.],yerine geçmek [f.],,
awareness,"syn: Consciousness, mindfulness, cognizance",public awareness of,farkındalık [i.],bilinç [i.],,,
stimulate,"syn: Inspire, motivate, encourage",stimulate the immune system,uyandırmak [f.],teşvik etmek [f.],,,
take into account,"syn: Allow for, take into consideration",take into account,hesaba katmak [f.],,,,
demand,"syn: Request, call, claim",demand for energy,talep etmek [f.],istek [i.],talep [i.],,
undermine,"syn: Weaken, hurt, demoralize",undermine evidence/facts,zayıflatmak [f.],kuyusunu kazmak [f.],zarar vermek [f.],,
Day 15,,,,,,,
validate,"syn: Authorize, certify, verify",validate satellite data,doğrulamak [f.],geçerli kılmak [f.],,,
breakthrough,syn: Milestone,scientific breakthrough,dönüm noktası [i.],çığır [i.],yenilik [i.],atılım [i.],
utterly,"syn: Completely, absolutely, totally",utterly unpredictable,tamamen [zf.],tümüyle [zf.],,,
