dispensable,"syn: Expendable, unessential, unnecessary",are dispensable for tumour,Önemsiz [s.],gereksiz [s.],zaruri olmayan [s.],,
exacerbate,"syn: Worsen, aggravate, impair",management exacerbates poverty hunger,Kötüleştirmek [f.],ağırlaştırmak [f.],,,
previously,"syn: Formerly, earlier",Doctors previously considered spinal,Önceden [zf.],daha önce [zf.],evvelden [zf.],,
insurmountable,"syn: İnsuperable, unconguerable, invincible",not insurmountable but measures,Yenilemez [s.],aşılmaz [s.],üstesinden gelinemez [s.],,
astonish,"syn: Surprise, amaze, astound",have astonished everyone in,Şaşırtmak [f.],hayrete düşürmek [f.],,,
reverse,"syn: Overturn, turn around, undo",be reversed,Tersine çevirmek [f.],geri döndürmek [f.],,,
capture,"syn: Catch, seize",structure captures light from,Ele geçirmek [f.],yakalamak [f.],,,
conversely,"syn: On the contrary, in opposition",scientists conversely have developed,Aksine [zf.],tersine [zf.],,,
recover,"syn: Get weli, pull through, recuperate",influence recover within a,İyileşmek [f.],kurtarmak [f.],toparlanmak [f.],,
contradict,"syn: Deny, oppose",findings contradict a long-held,Aksini iddia etmek [f.],tersini söylemek [f.],ile çelişmek [f.],,
be considered,"syn: Be believed. be regarded, be thought",,Olarak düşünmek [f.],olarak görmek [f.],,,
firmly,"syn: Resolutely, inflexibiy, decisively, definitely",now firmly embedded in,Kesin olarak [zf.],sımsıkı [zf.],,,
retrieve,"syn: Save, get back, recover, regain",to retrieve a SpiceJet,Geri almak [f.],kurtarmak [f.],,,
disposal,"syn: Throwing away, getting rid of, discarding",waste disposal are delaying,Kurtulma [i.],yok etme [i.],imha [i.],,
envisage,"syn: Imagine, envision, foresee, predict",are envisaging a shift,Önceden düşünmek [f.],öngörmek [f.],,,
definitely,"syn: Certainly, absolutely, surely",will definitely affect the,Kesinlikle [zf.],kuşkusuz [zf.],mutlaka [zf.],,
extraterrestrial,"syn: Celestial, interplanetary",detect extraterrestrial microorganisms on,Dünya dışı [s.],göksel [s.],,,
contemporary,"syn: Modem, up-to-date",Contemporary philosophers see,Çağdaş [s.],modem [s.],,,
Day 46,,,,,,,
erupt,"syn: Explode, blow up, break out",probably erupted violently long,Püskürmek [f.],patlamak [f.],,,
steadily,"syn: Progressively, gradually, little. by little",getting steadily worse dueto,İstikrarlı bir şekilde [zf.],giderek [zf.],,,
cöncerning,"syn: About, relating to, regarding, asto",suppositions cöncerning the universe,İle ilgili olarak [zf.],hakkında [edat],ilişkin [edat],,
respond,"syn: React, reply, answer oe",diseases respond perfectly well,Tepki vermek [f.],cevap vermek [f.],,,
rise,"syn: Go up, increase, growth, upsurge",significant rise in popularity,Artış [i.],yükselmek [f.],,,
enormously,"syn: Hugely, immensely, vastly, colossaily, massively",,Aşırı derecede [zf.],pekçok [zf.],muazzam biçimde [zf.],,
fungus,syn: Spore-producing organism,Himalayan fungus used in,Mantar [i.],küf [i.],,,
dispute,"syn: Argument, disagreement, quarrel",dispute illustrates intense,İhtilaf [i.],çekişme [i.],anlaşmazlık [i.],,
flame,"syn: Blaze, flare, spark",red flames of lithium,Alev [i.],alaz [i.],ateş [i.],,
densely,"syn: Thickly, heavily",so densely populated,> Yoğun olarak [zf.],,,,
set up,"syn: Build, establish",to set up salt-tolerant,Kurmak [f.],tesis etmek [f.],oluşturmak [f.],,
dedicate to,"syn: Give, commit, devote",Lehmann dedicated his 25,Adamak [f.],vermek [f.],,,
ignite,"syn: Catch fire, burst into flames",it ignites the dry,Ateşlemek [f.],tutuşturmak [f.],,,
exert,"syn: Use, apply",,Kullanmak [f.],uygulamak [f.],,,
urgent,"syn: High-priority, vital, crucial",how urgent the demand,Acil [s.],ivedi [s.],önemli [s.],,
proposal,"syn: Suggestion, offer",research proposals,Teklif [i.],öneri [i.],önerme [i.],,
interim,"syn: Temporary, short-term, provisional",interim research team,Geçici [i.],ara [i.],,,
associate with,"syn: Relate, link, correlate",Japan associate environmental problems,Bağdaştırmak [f.],ilişkilendirmek [f.],,,
scale,"syn: Level, size, degree, extent",first large-scale nuclear reactors,Seviye [i.],ölçek [i.],derece [i.],,
intriguing,"syn: Fascinating, interesting, exciting, captivating",Many intriguing claims as,İlginç [s.],şaşırtıcı [s.],büyüleyici [s.],etkileyici [s.],
Day 47,,,,,,,
appealing,"syn: Attractive, tempting, interesting",most appealing robots under,Çekici [s.],cazibeli [s.],ilginç [s.],,
domesticate,syn: Bring under human control,likely domesticated more than,Evcilleştirmek [f.],,,,
vehemently,"syn: Fervently, strongly, violently",debated vehemently when and,Hararetli biçimde [zf.],şiddetle [zf.],,,
scrutinize,"syn: Examine, inspect, study, analyze",Astronomers scrutinized the event,İrdelemek [f.],incelemek [f.],tetkik etmek [f.],,
underway,"syn: In progress, ongoing",is underway to make,Çalışma halinde [s.],devam eden [s.],,,
swiftly,"syn: Quickly, speedily, fast, rapidly",recommendations swiftly Cavirisi Ulusal,Hızlı bir şekilde [zf.],süratle [zf.],,,
suspend,"syn: Adjourn, interrupt, break off, postpone, delay",Agency suspended other missions,Askıya almak [f.],geçici olarak durdurmak [f.],,,
terrestrial,"syn: Earthly, worldly",Terrestrial organisms can,Yeryüzüne ait [s.],karasal [s.],,,
strength,"syn: Power, force",increasing strength of the,Güç [i.],kuvvet [i.],,,
urban,syn: Relating to a town or city,encourage urban managers to,Kentsel [s.],şehirsel [s.],şehre ile ilgili [s.],,
arise from,"syn: Stem from, originate from, come from, derive from",energy arises naturally from,den meydana gelmek [f.],kaynaklanmak [f.],,,
convey,"syn: Take, carry, transport",is conveyed through pipes,Taşımak [f.],iletmek [f.],,,
adhere to,"syn: Stick to, follow, abide by, obey",to adhere to the,Bağlı kalmak [f.],sadık kalmak [f.],,,
purchase,"syn: Buy, procure, acquire / acquisition, buying, procurement",purchase of eleciric,Satın almak [f.],elde etmek / satın alım [f.],tedarik [i.],,
span,"syn: Involve, include, cover",bones span 6 million,Kapsamak [f.],içermek [f.],,,
bear,"syn: Tolerate, put up with, endure, stand",cannot bear the chemical,Dayanmak [f.],katlanmak [f.],,,
range,syn: Mes chemetD,that ranges from infrared,Arasında değişmek [f.],,,,
scheme,"syn: Plan, program",geoengineering scheme might target,Tasarı [i.],plan [i.],şema [i.],,
airborne,syn: Fiying,of airborne pollutants,Havada uçan [s.],,,,
tentative,"syn: Provisional, unconfirmed, unsettled, indefinite",tentative figure because,Belirsiz [s.],geçici [s.],kesin olmayan [s.],,
Day 48,,,,,,,
endurance,"syn: Durability, strength",Endurance in space,Dayanıklılık [i.],tahammül [i.],,,
amass,"syn: Collect, accumulate, gather",researchers amass genomes for,Toplamak [f.],biriktirmek [f.],,,
abnormal,"syn: Nonstandard, unusual, strange",abnormal eating habils,Anormal [s.],sıradışı [s.],,,
consecutive,"syn: Successive, seguential, uninterrupted",18 consecutive springs on,Ardışık [s.],peş peşe [s.],,,
spark,"syn: Flash, flicker, flare",small spark in a,Kıvılcım [i.],alev izi Ly [i.],,,
deicing,syn: Prevent ice from forming,functional deicing system,Buz kırma [i.],buz çözme [i.],,,
stretch,"syn: Extend, spread",volcanoes stretching westward from,Yayılmak [f.],uzanmak [f.],,,
oblige,"syn: Obligate, necessitate, compel, force, urge",China obliged all vehicles,Zorunda birakmak [f.],zorunlu kılmak [f.],,,
resuscitate,"syn: Revive, resurrect",to resuscitate dying wetlands,Ditiltmek [f.],hayata döndürmek [f.],canlandırmak [f.],,
devote to,"syn: Dedicate, commit, give",Einstein devoted ali his,Adamak [f.],vermek [f.],,,
perish,"syn: Die, disappear, vanish",probably perish,Yok olmak [f.],ölmek [f.],,,
forthcoming,"syn: Approaching, impending, imminent",forthcoming studies may,Gelecekteki [s.],yaklaşan [s.],,,
biased,"syn: Prejudiced, partial",,Önyargılı [s.],taraflı [s.],,,
aggravate,"syn: Worsen, exacerbate",,Kötüleştirmek [f.],ağırlaştırmak [f.],,,
indistinguishable,"syn: Undifferentiated, homogeneous, identical, the same",become indistinguishable from the,Benzer [s.],ayırt edilemez [s.],,,
adopt,"syn: Accept, assume, approve, agree",to adopt innovative approaches,Benimsemek [f.],kabul etmek [f.],,,
dwindle,"syn: Decrease, decline, diminish, lessen",thickness dwindles in the,Küçülmek [f.],azalmak [f.],,,
proliferation,"syn: Production, spread, multiplying",and proliferation of tumor,Çoğalma [i.],üreme [i.],,,
engulf,"syn: Surround, cover, encircle",cells engulf and destroy,Sarmak [f.],kaplamak [f.],,,
expel,"syn: Eliminate, eject, throw out",to expel living algae,Atmak [f.],çıkarmak [f.],,,
Day 49,,,,,,,
prominent,"syn: Famous, well-known, important",prominent and considerably,Bilinen [s.],ünlü [s.],önemli [s.],öne çıkan [s.],
strictly,"syn: Severely, firmly",controlled strictly to prevent,Şiddetle [zf.],sıkı biçimde [zf.],,,
burst,"syn: Eruption, explosion",Gamma-ray bursts are among,Patlama [i.],,,,
affinity,"syn: Relationship, bond, connection",natural affinity with them,Yakınlık [i.],alaka [i.],ilişki [i.],,
diffuse,"syn: Disperse, spread, distribute",Water diffuses into the,Neşretmek [f.],nüfuz etmek [f.],yayılmak [f.],,
nourish,"syn: Feed, nurture",photosynthesis nourish cells,Desteklemek [f.],beslemek [f.],,,
commend,"syn: Praise, speak well of, acclaim",are commended,Övgüyle karşılamak [f.],methetmek [f.],,,
susceptibility,"syn: Vulnerability, defenselessness, weakness",that susceptibility to autism,Duyarlılık [i.],yatkınlık [i.],,,
resemble,syn: Look like,resemble each other,Andırmak [f.],benzemek [f.],,,
pervade,"syn: Spread through, permeate",have pervaded the mass,Yayılmak [f.],hakim olmak [f.],kaplamak [f.],sarmak [f.],
rapidly,"syn: Fast, quickly, speedily, swiftly",risen rapidly over the,Hızla [zf.],çabucak [zf.],,,
confer,"syn: Present, grant, give",not confer protection against,Sunmak [f.],sağlamak [f.],vermek [f.],,
die out,"syn: Become extinct, disappear, vanish",die out,Nesli tükenmek [f.],,,,
bring up,"syn: Mention, introduce, rear, raise",bring up an issue,Gündeme getirmek [f.],değinmek [f.],büyütmek [f.],,
respective,"syn: Own, individual",his respective labs,Şahsi [s.],kişisel [s.],,,
postulate,"syn: Assume, maintain, claim, put forward, propose",have postulated that marine,Varsaymak [f.],farzetmek [f.],ileri sürmek [f.],,
bend,"syn: Curve, crook",bend curves,Eğmek [f.],bükmek [f.],,,
assert,"syn: Claim, allege, proclaim",then asserted like axioms,İleri sürmek [f.],iddia etmek [f.],,,
dilute,"syn: Thin, water down",could dilute the salinated,İnceltmek [f.],sulandırmak [f.],seyreltmek [f.],,
aggregate,"syn: Gather, collect, accumulate",cells aggregate to control,Toplanmak [f.],bir araya gelmek [f.],birikme [i.],,
Day 50,,,,,,,
resurrect,"syn: Bring back to life, revive",to resurrect the woolly,Diriltmek [f.],hayata tekrar döndürmek [f.],,,
innovative,"syn: Advanced, original, inventive",adopt innovative approaches to,Yenilikçi [s.],yeniliğe açık [s.],,,
worsen,"syn: Get worse, deteriorate",has worsened the impact,Kötüleştirmek [f.],kötüye gitmek [f.],,,
buttress,"syn: Strengthen, support, reinforce",findings buttress the idea,Desteklemek [f.],güçlendirmek [f.],,,
enrich,"syn: Augment, improve, enhance -",activities enriched with technology,Zenginleştirmek [f.],değerini artırmak [f.],,,
contend,"syn: Assert, maintain, claim",Astronomers contend that Marss,İddia etmek [f.],ileri sürmek [f.],,,
breed,"syn: Raise, rear, nurture",,Büyütmek [f.],yetiştirmek [f.],,,
halt,"syn: Stop, pause, cease",or halted irafficon several,Durdurmak [f.],duraksatmak [f.],,,
inflate,syn: Fill with air,it inflates the front,Ş$işirmek [f.],,,,
ascend,"syn: Rise, climb, soar, go up",would ascend to 1,Yükselmek [f.],yukarı çıkmak [f.],,,
plunge into,"syn: Dive, crash, fall",,e dalmak [f.],e çarpmak [f.],e düşmek [f.],,
amiss,"syn: Incorrect, wrong, mistaken, faulty",something amiss-either in working,Eksik [s.],yanlış [s.],hatalı [s.],,
evenly,"syn: Consistently, equally, uniformly",not evenly spread out,Dengeli olarak [zf.],eşit oranda [zf.],,,
driving force,"syn: Mainspring, chief reason, impulse",driving force behind,İtici güç [i.],asıl neden [i.],,,
fallout,syn: Nuclear waste,fallout was insignificant,Nükleer atık [i.],radyoaktif serpinti [i.],,,
disproportionate,"syn: Uneven, unequal",disproportionate impact on,Orantısız i [s.],,,,
diverge,"syn: Deviate, move away, depart",wolves diverged some 135,«den sapmak [f.],birbirinden ayrılmak [f.],dallanmak [f.],,
refute,"syn: Disprove, deny, reject, repudiate",study refuted a common,Çürütmek [f.],aksini ispatlamak [f.],reddetmek [f.],,
colossal,"syn: Huge, massive, immense, gigantic, enormous, vast",of colossal storms,Devasa [s.],muazzam [s.],kocaman [s.],,
extract,"syn: Take out, remove",to extract minerals,Çıkarmak [f.],,,,
Day 51,,,,,,,
scatter,"syn: Disperse, spread out, throw",Ukraine scattered radioactive contamination,Yaymak [f.],saçmak [f.],dağıtmak [f.],,
asset,"syn: Possession, property, resource",and assets in orbit,Varlık [i.],kıymetli şey [i.],,,
excursion,"syn: Trip, tour",our excursion through the,Gezinti [i.],yolculuk [i.],,,
proportion,"syn: Amount, quantity, part, ratio, percentage",huge proportions in the,Oran [i.],bölüm [i.],miktar [i.],yüzde [i.],
sewage,syn: Human and domestic waste matter from buildings,as sewage that rapidly,Atık su [i.],kanalizasyon [i.],,,
intertwined,"syn: Linked together, involved with each other",been intertwined since life,İç içe geçmiş [s.],birbirine karışmış [s.],,,
strive,"syn: Try, attempt, endeavour, make every effort",been striving to increase,Uğraşmak [f.],çabalamak [f.],çalışmak [f.],,
relic,"syn: Historical object, remnant",Age relic of the,< Eski eser [i.],kalıntı [i.],,,
trace,"syn: Track, follow, discover",,Keşfetmek [f.],izini sürmek [f.],,,
inert,"syn: Motionless, still, inactive",inert atmospheric gas,Hareketsiz [s.],eylemsiz [s.],atıl [s.],,
improvement,"syn: Development, enhancement, advancement, progress",improvement of the,İlerleme [i.],iyileşme [i.],gelişim [i.],,
wary,"syn: Watchful, cautious, careful, vigilant",be wary of the,İhtiyatlı [s.],tedbirli [s.],dikkatli [s.],,
supersede,"syn: Replace, take over",have superseded humans in,Yerini almak [f.],yerine geçmek [f.],,,
distort,"syn: Deform, alter",it distorts time and,Bozmak [f.],tahrif etmek [f.],formunu değiştirmek [f.],,
entitle,"syn: Enable, authorize, allow, give the right",be entitled to,Hak kazanmak [f.],hak tanımak [f.],yetki vermek [f.],,
finite,"syn: Limited, restricted",finite resource,Sonu olan [s.],sınırlı [s.],,,
nurture,"syn: Feed, bring up, care for, provide for i",Amazon nurtures thousands of,Beslemek [f.],yetiştirmek [f.],büyütmek [f.],,
vertebrate,syn: Animal with a backbone,vertebrate skeletons,Omurgalı hayvan [i.],omurgalı [i.],,,
uphold,"syn: Support, defend, advocate",Darwinism upholds the view,Savunmak [f.],desteklemek [f.],,,
subject to,"syn: Dependent on, expose to",rains subjects the region,Tabi olmak [f.],bağlı olmak [f.],maruz bırakmak [f.],,
Day 52,,,,,,,
call off,"syn: Cancel, stop, suspend",,İptal etmek [f.],durdurmak [f.],,,
acclimatization,"syn: Adaptation, becoming accustomed, adjustment",,Ortama alışma [i.],uyum sağlama [i.],,,
advent,"syn: Dawn, initiation, introduction",advent of relativity,Ortaya çıkış [i.],geliş [i.],,,
depletion,"syn: Exhaustion, using up, consumption",Groundwater depletion will affect,Tükenme [i.],eksilme [i.],,,
vicious,"syn: Fierce, strong, dangerous, savage",very vicious seasonally,Şiddetli [s.],güçlü [s.],tehlikeli [s.],,
embed,"syn: Implant, set in, insert",chipset embedded on the,Gömmek [f.],içine yerleştirmek [f.],,,
convection,syn: Heat transfer,mantle convection may have,Isıyayım [i.],,,,
ubiquitous,"syn: Omnipresent, present everywhere",,Her yerde var olan [s.],yaygın [s.],,,
exploit,"syn: Make use of, take advantage of, utilize",method exploits the fact,Faydalanmak [f.],istifade etmek [f.],,,
devoid of,"syn: Without, lacking",be devoid of life,den yoksun [s.],den mahrum [s.],,,
float,"syn: Drift, glide, stay on the water",to float around,Su yüzünde kalmak [f.],süzülmek [f.],,,
damp,"syn: Moist, humid, dank",be damp or dry,Nemli [s.],rutubetli [s.],,,
compressed,"syn: Squeezed, pressed",on compressed air,Sıkıştırılmış [s.],basınçlı [s.],,,
commonplace,"syn: Ordinary, usual",more commonplace in the,Sıradan [s.],alelade [s.],basit [s.],,
copious,"syn: Abundant, plentiful, ample",produce copious pollen which,Bol miktarda [s.],çok [s.],,,
circuit,syn: Route for electricity,nevery circuit voltage current,Elektrik devresi [i.],,,,
shrink,"syn: Contract, shrivel",they shrink when cooled,Küçülmek [f.],büzülmek [f.],,,
vein,syn: Blood vessel,vein,Damar [i.],,,,
arctic,"syn: Freezing, cold, icy, frosty",arctic weather conditions,Buz gibi [s.],çok soğuk [s.],,,
desalination,syn: The process of removing salt from something,for desalination of sea,Tuzdan arındırma [i.],tuzunu giderme [i.],,,
Day 53,,,,,,,
encompass,"syn: Include, cover, take in, incorporate, involve",ecosystem encompasses about a,Kapsamak [f.],çevrelemek [f.],,,
be inclined to,"syn: Tend to, be predisposed to, prone to",be inclined to point,Eğilim göstermek [f.],meyili olmak [f.],hazır olmak [f.],,
posterity,syn: Future generations,our posterity,Gelecek nesil [i.],kuşak [i.],,,
noticeable,"syn: Obvious, visible, perceptible, conspicuous, evident",noticeable increase in,Fark edilebilir [s.],göze çarpan [s.],belirgin [s.],,
subsidence,"syn: Collapse, caving in",cause subsidence at the,Çökme [i.],göçme [i.],,,
disregard,"syn: Ignore, take no notice of, pay no attention to",largely disregarded by the,Önem vermemek [f.],ihmal etmek [f.],göz ardı etmek [f.],,
limestone,syn: Sedimentary rock,Limestone can be,Kireç taşı [i.],kalker taşı [i.],,,
mercury,syn: Liquid metallic element,organic mercury comes from,Cıva [i.],,,,
reclamation,syn: The conversion of unusable land for farming,s reclamation schemes in,Arazi ıslahı [i.],tarıma uygun hale getirme [i.],,,
predation,syn: The preying of one animal on others,reduce predation of livestock,Yırtıcılık [i.],yenilme [i.],,,
spectacular,"syn: Stunning, impressive, amazing, fantastic",spectacular diversity of,Muhteşem [s.],çarpıcı [s.],olağanüstü [s.],,
startling,"syn: Surprising, astonishing, incredible",startling amount of,Şaşırtıcı [s.],inanılmaz [s.],,,
landslide,"syn: Slump, mudslide",with landslides that killed,Toprak kayması [i.],heyelan [i.],,,
multicellular,syn: With many cells,called multicellular,Çok hücreli [s.],,,,
induce,"syn: Persuade, encourage, convince",to induce sleep are,Teşvik etmek [f.],ikna etmek [f.],,,
recycling,syn: Processing of waste for reuse,Water recycling is reusing,Geri dönüşüm [i.],,,,
signify,"syn: Mean, indicate, show, imply, suggest",epoch signifies an irreversible,Anlamına gelmek [f.],belirtmek [f.],ifade etmek [f.],,
tedious,"syn: Boring, dull",tedious process of,Sıkıcı [s.],bıktırıcı [s.],meşakkatli [s.],,
endeavour,"syn: Attempt, effort, try, strive",scientific endeavours,Çaba [i.],gayret [i.],çabalamak [f.],uğraşmak [f.],
pertain,"syn: Be related to, be about",pertain to dogs,ile ilgili olmak [f.],,,,
Day 54,,,,,,,
sediment,"syn: Residue, remains",of sediments,Çökelti [i.],tortu [i.],,,
fatigue,"syn: Exhaustion, tiredness",cause fatigue,Yorgunluk [i.],bitkinlik [i.],,,
staggering,"syn: Astounding, incredible, stunning, surprising",to staggering advances in,Şaşırtıcı [s.],inanılmaz [s.],,,
